arm,component,scope,scope_id,oracle_nrmse,residual_rms,frozen_metric_reproduced,status,evidence_class,selected_oracle,target_magnitude_p25,target_magnitude_p75
MS,density_rate,TARGET_AMPLITUDE,MID_P25_TO_P75,,0.006332310113894234,,EVALUABLE_RAW_RESIDUAL_ONLY,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,0.0,0.011759612076561038
MS,density_rate,TARGET_AMPLITUDE,HIGH_GE_P75,,0.05578786143717853,,EVALUABLE_RAW_RESIDUAL_ONLY,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,0.0,0.011759612076561038
MS,density_rate,DESIGN_ONLY_POLARIZATION,longitudinal,,0.051676282415768715,,EVALUABLE_RAW_RESIDUAL_ONLY,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,DESIGN_ONLY_POLARIZATION,none,,0.002591071864416594,,EVALUABLE_RAW_RESIDUAL_ONLY,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,DESIGN_ONLY_POLARIZATION,transverse,,0.008142356672224162,,EVALUABLE_RAW_RESIDUAL_ONLY,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,OVERALL,ALL,0.25235988894350103,0.37543274340868005,True,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FOLD,FOLD_0,0.21301524197636884,0.342769495359251,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,ridge,,
MS,pressure_gradient_acceleration,FOLD,FOLD_1,0.6925105784131498,0.7244479841253146,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,ridge,,
MS,pressure_gradient_acceleration,FOLD,FOLD_2,0.14105159227764869,0.18776333113457075,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,ridge,,
MS,pressure_gradient_acceleration,FOLD,FOLD_3,0.12154439365988641,0.14669612775694466,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,ridge,,
MS,pressure_gradient_acceleration,FOLD,FOLD_4,0.09898810799724168,0.11645934358234336,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,ridge,,
MS,pressure_gradient_acceleration,FOLD,FOLD_5,0.24704941933671087,0.27193590013047825,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,ridge,,
MS,pressure_gradient_acceleration,FAMILY,F1,0.2837930430135897,0.3128439670097687,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FAMILY,F2,0.16406151242305866,0.20680037113462654,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FAMILY,F3,0.16568481090710688,0.16791293752412914,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FAMILY,F4,0.3959001894302489,0.6284635896451444,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FAMILY_FOLD,F1|FOLD_0,0.0240519767859059,0.027142993921193,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FAMILY_FOLD,F2|FOLD_0,0.1727745614147021,0.19497852138973013,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FAMILY_FOLD,F3|FOLD_0,0.1590172423092917,0.17945319338139434,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FAMILY_FOLD,F4|FOLD_0,0.4962171873955756,0.559988071706527,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FAMILY_FOLD,F1|FOLD_1,0.8919417129118105,0.647023896455322,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FAMILY_FOLD,F2|FOLD_1,0.01785316864212868,0.012950876241894296,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FAMILY_FOLD,F3|FOLD_1,0.3310500199740181,0.24014716516165427,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FAMILY_FOLD,F4|FOLD_1,1.5291974121246417,1.109295880794969,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,pressure_gradient_acceleration,FAMILY_FOLD,F1|FOLD_2,0.23128946909793605,0.2525971326428156,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
