evidence_class,record_type,arm,candidate_id,scope_type,scope_id,all_finite,diagnostic_only,distance_concentration_index,distance_concentration_index_definition,duplicate_coordinate_domination_fraction,effective_geometry_dimension,exact_coordinate_duplicate_burden,exact_coordinate_duplicate_member_count,exact_duplicate_k10_edge_count,exact_duplicate_nearest_query_count,formal_metric_modified,group_contribution_semantics,group_id,hubness_occurrence_skew,k,k10_distance_coefficient_of_variation,k10_mean_distance_median,k10_mean_distance_p10,k10_mean_distance_p90,k10_to_median_ratio,k10_to_random_median_ratio,k1_distance_median,k1_distance_p10,k1_distance_p90,mean_additive_group_distance_share,near_duplicate_k10_edge_count,nearest_to_median_ratio,nearest_to_random_median_ratio,neighbor_occurrence_gini,neighbour_occurrence_gini,neighbour_occurrence_maximum,query_count,random_distance_median,random_distance_p10,random_distance_p90,semantic_group_domination,zero_occurrence_fraction
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_2,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G4,,,,,,,,,,,,0.0006326588484441732,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_3,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.28585770317164527,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_3,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G1,,,,,,,,,,,,0.1771343000700424,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_3,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G2,,,,,,,,,,,,0.13597053703691356,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_3,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G3,,,,,,,,,,,,0.3983990163915883,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_3,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G4,,,,,,,,,,,,6.958739760707096e-05,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_4,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.4211718320288959,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_4,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G1,,,,,,,,,,,,0.14972310845589734,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_4,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G2,,,,,,,,,,,,0.09121081433114464,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_4,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G3,,,,,,,,,,,,0.33476361470369725,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_4,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G4,,,,,,,,,,,,0.0005750160735851314,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_5,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.5494852561828458,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_5,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G1,,,,,,,,,,,,0.17016467069353783,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_5,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G2,,,,,,,,,,,,0.08345626431650967,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_5,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G3,,,,,,,,,,,,0.1885489088310748,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_5,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G4,,,,,,,,,,,,0.006378754142698534,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F1,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.3899739253464094,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F1,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G1,,,,,,,,,,,,0.14632818362910793,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F1,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G2,,,,,,,,,,,,0.12411794411080436,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F1,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G3,,,,,,,,,,,,0.3342073346737709,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F1,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G4,,,,,,,,,,,,0.002215060156574068,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F2,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.4468681463904156,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F2,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G1,,,,,,,,,,,,0.17476950937876792,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F2,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G2,,,,,,,,,,,,0.12523683685548626,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F2,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G3,,,,,,,,,,,,0.25247553071993956,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F2,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G4,,,,,,,,,,,,0.0006499766553907236,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F3,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.46433609585653385,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F3,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G1,,,,,,,,,,,,0.1381586974806484,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F3,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G2,,,,,,,,,,,,0.15489586726887794,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F3,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G3,,,,,,,,,,,,0.2389467150951575,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F3,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G4,,,,,,,,,,,,0.00014699929878226467,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F4,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.5634116550652156,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F4,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G1,,,,,,,,,,,,0.10466178970897755,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F4,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G2,,,,,,,,,,,,0.08716042652459693,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F4,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G3,,,,,,,,,,,,0.24027406264761283,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FAMILY,F4,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G4,,,,,,,,,,,,0.003596883761930446,,,,,,,,,,,,
