design_only_label,stratum,arm,component,case_count,candidate_c_wn,candidate_c_wb,candidate_c_d,cvar,near_collision_rate,model_input_authorized,status,oracle_residual_rms,oracle_status,evidence_class
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0183a54dead296f9ee3dee43dc4041188299c7e551f4c9c6bfbe94dc055e54ad""",MS,viscosity_laplacian_acceleration,2,0.0,0.0001081519523076594,0.0,0.0,0.0,False,EVALUABLE,0.0016720571533151627,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0280053dfd6ee65fbd80522b2b04964154d57f31de1cc5d0449972791fa285ea""",SS,density_rate,1,1.5207978221719837e-10,0.00738285064938495,2.0599059826554642e-08,1.6621829066324986e-08,0.0,False,EVALUABLE,0.0002864763636218405,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0280053dfd6ee65fbd80522b2b04964154d57f31de1cc5d0449972791fa285ea""",SS,pressure_gradient_acceleration,1,6.453816488167703,17.358489291966457,0.37179597715076174,3.3809048943241695,0.0,False,EVALUABLE,1.7332157457299764,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0280053dfd6ee65fbd80522b2b04964154d57f31de1cc5d0449972791fa285ea""",SS,viscosity_laplacian_acceleration,1,1.8425485063908825e-07,0.00010782129235612681,0.0017088911346982033,0.0017825424071844067,0.0,False,EVALUABLE,8.876328249768268e-05,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0280053dfd6ee65fbd80522b2b04964154d57f31de1cc5d0449972791fa285ea""",MS,density_rate,1,0.0,0.00738285064938495,0.0,0.0,0.0,False,EVALUABLE,0.00045732476573806123,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0280053dfd6ee65fbd80522b2b04964154d57f31de1cc5d0449972791fa285ea""",MS,pressure_gradient_acceleration,1,6.4812344127292825,17.358489291966457,0.37337548813817634,3.393975368070044,0.0,False,EVALUABLE,0.2543354880679575,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0280053dfd6ee65fbd80522b2b04964154d57f31de1cc5d0449972791fa285ea""",MS,viscosity_laplacian_acceleration,1,0.0,0.00010782129235612681,0.0,0.0,0.0,False,EVALUABLE,5.1127017484340995e-05,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|02a8e9bf168ff7b6159072e41013ee435870f1006dfd3aa95840b1c132f5aafb""",SS,density_rate,1,0.0,0.007573590181103261,0.0,0.0,0.0,False,EVALUABLE,0.0005470388625149324,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|02a8e9bf168ff7b6159072e41013ee435870f1006dfd3aa95840b1c132f5aafb""",SS,pressure_gradient_acceleration,1,0.20277949842591225,1.4684194018975214,0.1380937204751425,0.0025405984921718252,0.0,False,EVALUABLE,0.635628436720117,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|02a8e9bf168ff7b6159072e41013ee435870f1006dfd3aa95840b1c132f5aafb""",SS,viscosity_laplacian_acceleration,1,0.0,9.854958486350503e-05,0.0,0.0,0.0,False,EVALUABLE,6.515152250847669e-05,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|02a8e9bf168ff7b6159072e41013ee435870f1006dfd3aa95840b1c132f5aafb""",MS,density_rate,1,0.0,0.007573590181103261,0.0,0.0,0.0,False,EVALUABLE,5.6219778613268015e-05,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|02a8e9bf168ff7b6159072e41013ee435870f1006dfd3aa95840b1c132f5aafb""",MS,pressure_gradient_acceleration,1,0.16476753495065,1.4684194018975214,0.11220740800464366,0.005743769647996798,0.000390625,False,EVALUABLE,0.14673535412856262,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|02a8e9bf168ff7b6159072e41013ee435870f1006dfd3aa95840b1c132f5aafb""",MS,viscosity_laplacian_acceleration,1,0.0,9.854958486350503e-05,0.0,0.0,0.0,False,EVALUABLE,1.5623666229687855e-05,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0404a47ad84d3ab6d4cc0dbf7c8fea97f3bca817bfb6ce9e4a0d96e074c1229f""",SS,density_rate,1,0.006021344489059027,0.01036383955441128,0.5809955333104412,0.28591716155092606,0.0,False,EVALUABLE,0.031150244933562173,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0404a47ad84d3ab6d4cc0dbf7c8fea97f3bca817bfb6ce9e4a0d96e074c1229f""",SS,pressure_gradient_acceleration,1,0.0,0.9580704151233648,0.0,0.0,0.0,False,EVALUABLE,0.0023108360565778307,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0404a47ad84d3ab6d4cc0dbf7c8fea97f3bca817bfb6ce9e4a0d96e074c1229f""",SS,viscosity_laplacian_acceleration,1,0.00026526541402854543,0.00014230965470819128,1.864001529428747,0.8886136442144095,0.0,False,EVALUABLE,0.001244269591745882,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0404a47ad84d3ab6d4cc0dbf7c8fea97f3bca817bfb6ce9e4a0d96e074c1229f""",MS,density_rate,1,7.1245102954905675e-06,0.01036383955441128,0.0006874392697885872,0.000656426964170825,0.0,False,EVALUABLE,0.0013081600680355477,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0404a47ad84d3ab6d4cc0dbf7c8fea97f3bca817bfb6ce9e4a0d96e074c1229f""",MS,pressure_gradient_acceleration,1,0.0,0.9580704151233648,0.0,0.0,0.0,False,EVALUABLE,0.007551878875332316,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
