arm,component,formal_case_index,case_id,particle_id,sample_global_index,sample_rank_within_case,field_lineage_id,fold,family,matched_random_denominator,matched_random_denominator_exact_zero,descriptor_nn_numerator,descriptor_nn_numerator_status,classification_A_zero_over_zero,classification_B_positive_over_zero,classification_C_query_serialized_exact_zero,classification_C_query_raw_exact_zero,classification_D_random_targets_numeric_exact_identical,random_targets_uint64_bitwise_identical,classification_E_serialization_caused_zero,classification_F_raw_float64_denominator_exact_zero,nonidentical_but_squared_underflow_to_zero,raw_store_target_bitwise_identity,matched_random_sample_global_indices,matched_random_identity_sha256,evidence_class
MS,pressure_gradient_acceleration,273,MSO02A|PRIMARY|F3|ffc66a465f5e7477338d0ec91a9ca398d9f97a8f1d185375d350f1da37c8b0e5,469,35037,93,MSO02A|FIELD_LINEAGE|02af8fc8fdaaf157851a8e83e4ddea5dc9b0a3eccaf84d81548cde087cb7e597,FOLD_2,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,18592|784|34508|44610|1615|38859|9898|2687|40967|43598,dc429439c59ad5a0e0222f88a324d41302feefd2f5b0264e50be1b79fdf84df2,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,276,MSO02A|PRIMARY|F3|029db7a09fd8c3be7a03c372ed294b10d86d8d762315a945c1aa38fffb4b9827,4,35445,117,MSO02A|FIELD_LINEAGE|b8b13c949eefb1514f92a32c389f0060d206fe61636418ca1f030fb80cc7efdd,FOLD_2,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,39389|34255|10934|44701|22087|3895|48004|6344|34516|3876,b6cbe71b629b16e6b14af70466e38a53100fe73cf5d984144dd47931f23fdb35,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,277,MSO02A|PRIMARY|F3|4eed79d7ce3519b421f5e5a7cd8b681b1eeeb60660b92b9e3922d746b2abda4d,192,35512,56,MSO02A|FIELD_LINEAGE|d7baddfda5c54a4c4ff069be3e1e83dbf082ca07f6dc2425782c46c7d00ac332,FOLD_3,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,15858|14170|44087|11277|45656|28892|19317|18217|37125|30236,cc030d3cb8387cf761aab7172fbe0be17552d698aa1208d8304ca35f51bc303f,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,285,MSO02A|PRIMARY|F3|e1c34b18f58d7870dd8e7f7ce56260fc9b3e5c1baca800d76a0f3ac04b53af57,388,36580,100,MSO02A|FIELD_LINEAGE|8f96460f5e25434ea38efc75b2a38eba48ed159ccc71195a9890899219539f9a,FOLD_3,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,1822|29046|22249|47819|16882|41152|15634|2881|26584|4306,59d717d30725ae78776521882546b10ab05c0831ce7366c99f79dbf8fd97c53b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,286,MSO02A|PRIMARY|F3|cbc1a9c0245339ab978759a75e5c70219279a7977cafb11a7b60309380844ce5,508,36634,26,MSO02A|FIELD_LINEAGE|cbed4358f17d41feb1bad8e60142ab2d377e7c9b6d8c4d778086a9debd05b89f,FOLD_2,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,33469|2733|14381|43608|40114|19818|33458|28097|11193|15420,6b9e2e7731c0fb41182216e44b23095e3469790c98cd2dfef7bfd546cff9c674,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,296,MSO02A|PRIMARY|F4|8bec9ab46d369b1fe0e45403e59c62b02cfb6f2c491d453645cb377c73705e86,413,37902,14,MSO02A|FIELD_LINEAGE|33df3171ad1652627919e731cf9215ef8e1a314518342dfafccaf525480b89f2,FOLD_1,F4,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,16322|46925|19786|13271|24754|30605|16394|3661|35096|15225,dbaad4fbecfa28a8094cde84e1854121d0eb29e52f7f99718a5b674a4b168129,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,296,MSO02A|PRIMARY|F4|8bec9ab46d369b1fe0e45403e59c62b02cfb6f2c491d453645cb377c73705e86,499,37989,101,MSO02A|FIELD_LINEAGE|33df3171ad1652627919e731cf9215ef8e1a314518342dfafccaf525480b89f2,FOLD_1,F4,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,5285|34093|996|27862|33423|41302|6304|12522|29942|1679,d0453796e40f73eae81815169811d245123b07bac7252f4a09a3af0c8ab60b55,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,303,MSO02A|PRIMARY|F4|834643ec7e0157f014e3a518eba6ce23f21d8e31b13a20c35480611ea28e28c9,35,38902,118,MSO02A|FIELD_LINEAGE|e26d6593c1617ff39509555baa333fe5d5138efbc841890b1dbb85905103b037,FOLD_5,F4,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,27816|29976|12795|3209|37110|12450|23119|19776|26402|8556,5ea972254ba1fe6aac7eb171010cb693da020c49f3869d5e0293d40ab228ecaa,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,303,MSO02A|PRIMARY|F4|834643ec7e0157f014e3a518eba6ce23f21d8e31b13a20c35480611ea28e28c9,561,38839,55,MSO02A|FIELD_LINEAGE|e26d6593c1617ff39509555baa333fe5d5138efbc841890b1dbb85905103b037,FOLD_5,F4,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,37238|34840|37173|30665|34055|15229|42125|12365|32233|17099,b3781c7f2f6d3136329b0e8fd20c3fee2b46a50eded7b69361034303cbf7e411,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,308,MSO02A|PRIMARY|F4|773899c25d176ee4b66bb54f1377e18d9a10e7bda7e89e3c9a49599945c18c8d,471,39469,45,MSO02A|FIELD_LINEAGE|1a2dcff7254dc1227c107a21e6a270581c668c6b769441a6ba923b276c0065b8,FOLD_1,F4,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,15810|15931|9896|22066|46848|405|29700|29946|15341|6302,0a1fb405a087e4293fbbfe4a7eb5ed4798d420c04980e0e2d6b4db6119be2630,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,317,MSO02A|PRIMARY|F4|e6fdd77115b827f6e88a3aca37ce8cd361b1b00abe3a792726daeaaa622cd189,147,40614,38,MSO02A|FIELD_LINEAGE|8268be7cec0b9c5a4eb497ac38e8418f7c656992a0ff2d13857d85dea7ca362a,FOLD_4,F4,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,21433|22048|36596|34924|1771|15292|5122|16105|39428|30591,a6647150e00deb74c53035f816f874a6940fadd98b41ba5163dd5f16d87e73ee,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,317,MSO02A|PRIMARY|F4|e6fdd77115b827f6e88a3aca37ce8cd361b1b00abe3a792726daeaaa622cd189,329,40647,71,MSO02A|FIELD_LINEAGE|8268be7cec0b9c5a4eb497ac38e8418f7c656992a0ff2d13857d85dea7ca362a,FOLD_4,F4,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,15376|36663|24716|15431|20220|39444|897|14881|9049|18064,92321b8a97e97763ba92b2f4e2a227ef69cfbe61e87d7391dd76329b5e7c276a,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,321,MSO02A|PRIMARY|F4|c9dbc3ddd4f353bd08a08b95f1e35ffc8b4d05625974429f2582e1ee29ff1ff4,44,41209,121,MSO02A|FIELD_LINEAGE|33df3171ad1652627919e731cf9215ef8e1a314518342dfafccaf525480b89f2,FOLD_1,F4,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,33523|8384|26438|21636|33061|26841|48444|933|36567|23593,19b66e87508b31e1302517423dd35d2fa514fb5c8106f93401def015e32164fb,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,322,MSO02A|PRIMARY|F4|a9022453a0f52a46b659fbace95f6f491308c38a397ee2d39f38a67e9ea207e7,122,41231,15,MSO02A|FIELD_LINEAGE|8268be7cec0b9c5a4eb497ac38e8418f7c656992a0ff2d13857d85dea7ca362a,FOLD_4,F4,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,26866|46820|23407|44648|44097|18038|19125|29020|32805|8335,43a3f82f2046b1a340422e41c433f56b95a98dde76c1d120c7477d99a8b16d13,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,353,MSO02A|PRIMARY|F4|19faf3c3640e35bd056eb32f484234cfb138a091585a4453012ed9e91eb63caf,292,45266,82,MSO02A|FIELD_LINEAGE|e26d6593c1617ff39509555baa333fe5d5138efbc841890b1dbb85905103b037,FOLD_5,F4,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,20437|16122|28043|9959|30425|6035|14225|28063|22938|34115,a3276d45807d15e458b83745066d59615377022705ee58261c51347ea7caf9fe,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,361,MSO02A|PRIMARY|F4|cb3c868bfb48cfcbd50939809c0256a959bfc20e6320b58618179de0997e9d23,81,46243,35,MSO02A|FIELD_LINEAGE|1a2dcff7254dc1227c107a21e6a270581c668c6b769441a6ba923b276c0065b8,FOLD_1,F4,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,11707|26455|36670|13025|24893|10948|26678|44119|23344|30285,b16d147212fc0a58c51e3865d9e9acba014815bbc82b4122485317e9a8ad8ae3,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,375,MSO02A|PRIMARY|F4|7a667a45d85487143165dd75c32a19f7a81415c5dc5ce2eee86b2640ec274a4c,432,48078,78,MSO02A|FIELD_LINEAGE|e26d6593c1617ff39509555baa333fe5d5138efbc841890b1dbb85905103b037,FOLD_5,F4,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,10803|30320|32587|11673|30485|29852|6363|20723|30478|29539,cb484abbc0653a3cbfd941f6aaaefa00fe68ba5c9a1fb58e1ebcb22ee7333ea1,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,viscosity_laplacian_acceleration,114,MSO02A|PRIMARY|F2|85a6ab6d0c7f38c53971220804ce250f1608c23dff61f611ac2597615d9a3244,351,14661,69,MSO02A|FIELD_LINEAGE|5a562a863107efecf761865e7ffe780f0278b7371d3d2b047494c2cd6157c2d4,FOLD_4,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,28292|4956|31740|43893|36959|42940|38381|16514|37542|29262,3f67c80d93d7559e4a8cf169a77a0da5c084f0c22ef1595be839e057f5fe812a,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,viscosity_laplacian_acceleration,270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,343,34665,105,MSO02A|FIELD_LINEAGE|993bc62b7ebb5d53d24d7f8cd45ecb8d4e6820b40610e0720ec01f5aa4d5cfb5,FOLD_1,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,14834|40546|12094|35769|36010|47264|29204|7054|23749|37743,c35ae88edb08b88687f2c402dd8194f90747aec8f7d561471794adc619d63290,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,density_rate,114,MSO02A|PRIMARY|F2|85a6ab6d0c7f38c53971220804ce250f1608c23dff61f611ac2597615d9a3244,351,14661,69,MSO02A|FIELD_LINEAGE|5a562a863107efecf761865e7ffe780f0278b7371d3d2b047494c2cd6157c2d4,FOLD_4,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,28292|4956|31740|43893|36959|42940|38381|16514|37542|29262,3f67c80d93d7559e4a8cf169a77a0da5c084f0c22ef1595be839e057f5fe812a,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,density_rate,270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,343,34665,105,MSO02A|FIELD_LINEAGE|993bc62b7ebb5d53d24d7f8cd45ecb8d4e6820b40610e0720ec01f5aa4d5cfb5,FOLD_1,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,14834|40546|12094|35769|36010|47264|29204|7054|23749|37743,c35ae88edb08b88687f2c402dd8194f90747aec8f7d561471794adc619d63290,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,4,MSO02A|PRIMARY|F1|da434f0d773ef411eb143598d9858f232408e6af8e6bdf6b64a1ad5b8b0af0b7,472,536,24,MSO02A|FIELD_LINEAGE|968f559773f48e45efb507d4efff7d4964eb07265f8ec7e7de716508d7dbb1f9,FOLD_5,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,27335|34127|24183|7373|5427|4402|19280|38697|34340|42715,14865ecc84af8ef38d013cf850e1834bcbd1f4b64d7bd352581ecf3889241640,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,7,MSO02A|PRIMARY|F1|99e8d754a6284b9b3350e4a0c663f5d27303ec9be89210deb6e8adbdbfa37f97,573,974,78,MSO02A|FIELD_LINEAGE|2ec99e80467416d668211a75c3db7f915ea1ebfbe6b5bb3d9588f9633bd862dd,FOLD_0,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,46658|18164|41131|20163|8813|14438|30413|42195|11317|33169,5dc10d0816a308429677472f69afe1821faa75bc4b0c82e51e107c5996f47dd1,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,11,MSO02A|PRIMARY|F1|38c8e42822331bf603216acbb41e63d8386c965cb59b00297e2bac576a6b8a9a,138,1433,25,MSO02A|FIELD_LINEAGE|c8d86f4b8b81728b74e58015fe977eedcb0b0bc06b2413afe0690a7d93c55bae,FOLD_4,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,37903|21988|25578|3859|9008|8427|8734|9035|25352|2728,72f77a6a907916c996c08cacd41c606e8df5d0155ce267b8a3c07e06fbee770f,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,13,MSO02A|PRIMARY|F1|744b2148dff9490f7db5e43218ab243a24697f6344421b35cdecbbb613639351,417,1714,50,MSO02A|FIELD_LINEAGE|b4fb57cfa4442c0c54e4c7d2db6d70246c8a59b98d984aeed3fbba0497b48d97,FOLD_3,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,46258|6370|4229|9444|3502|16815|1429|2697|28530|20604,a2a739ca463d4e91be5ed88edf74d6c25b4aab489f91b098cd81124b4bf7af4b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,19,MSO02A|PRIMARY|F1|76ecca06580ca10c5188b36225517d3b191c410f1bf70deec06e523786877858,187,2525,93,MSO02A|FIELD_LINEAGE|733b051462622de52c9302cdaec7eab31df58e018ef9f5c8a794fa3d8b336fdf,FOLD_4,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,18405|6086|18268|249|8505|15298|3501|28663|22825|35233,8c0438c3b814cbc600569a05f35df83ad4502f9f2e5089600be8e3f9e49e22ba,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,22,MSO02A|PRIMARY|F1|93ad586fca5e19d3cc4f6e6992ad5c775e00c959894e5374f30e421239908240,37,2881,65,MSO02A|FIELD_LINEAGE|092ebc2c2e18864504bed82975734e2af17bfe2d0f1fd396031e4551e8bd9574,FOLD_5,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,879|10855|29811|8067|40601|37893|35192|3251|30469|25518,a99f4b355b90d57ea816885c3f36d7637939eb657770178cae8e494472e1f437,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,22,MSO02A|PRIMARY|F1|93ad586fca5e19d3cc4f6e6992ad5c775e00c959894e5374f30e421239908240,572,2918,102,MSO02A|FIELD_LINEAGE|092ebc2c2e18864504bed82975734e2af17bfe2d0f1fd396031e4551e8bd9574,FOLD_5,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,42216|277|35377|46648|30368|34412|16009|5461|24130|37355,599e5670d8e664da7bbd526cc2fb16789c1b7747952c065db653b1a3792b424b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,25,MSO02A|PRIMARY|F1|407754227e7bce46f4d7aeefdf971ee83ef10a63281419a7be8bc1337539d031,216,3202,2,MSO02A|FIELD_LINEAGE|8e26bfd3c5e68b6812024dee2802f1e7524f3a477fc85121a7b296b05be37f69,FOLD_3,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,11950|34259|48870|8744|21589|19173|3639|29752|9669|45951,05b44437d748bf629ffeb7f413248d1835c82b17d87a2b96b127061301593800,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,27,MSO02A|PRIMARY|F1|e1a94ece2d1d9388050360681f17a0cde2c2f1cb81e346e78f2cc52d8af40c66,187,3488,32,MSO02A|FIELD_LINEAGE|0c2b76a0fb4b4b83be516b44975c97ce115cacf829ffebe677efe580c2da6322,FOLD_5,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,46693|2432|22240|9237|24902|29851|19691|39515|33155|17080,d3031ad727526ca45288f1ec81972611c3271686f6b3a7f42a673f68b8b69834,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,42,MSO02A|PRIMARY|F1|ab0bccf64faa1e9e975ec5cee8556cda9d876a60087242c1b3b9e3de2781e654,329,5446,70,MSO02A|FIELD_LINEAGE|299dce1ad012ab114953cc06b8df77f116ec1665e8a914cb26f0347707f816e7,FOLD_3,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,31121|48833|652|46136|18071|19605|15264|13244|48866|4385,2ea4e63a57207b09120180a2395d5f1bbc9f7f849119b51e440a57543f01374f,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,43,MSO02A|PRIMARY|F1|4476747c77a5f8d6364320296f15998114f031d3a1230ccb416265c5ec4bdb46,552,5525,21,MSO02A|FIELD_LINEAGE|438ceba9908d3b4629b750f9f53dc467ea1a0dcd7051dd41e40ec045f7ad62f5,FOLD_4,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,45862|26333|2763|30703|7728|28451|45261|29127|32382|47596,330d04b3420569d2b5fbf674ca8b3a392b9d129b6c8ef3cf11345e260da6384d,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,45,MSO02A|PRIMARY|F1|d2b8fb08e5d831c2e5b64c51f9837bfa7e7b5c5b201acc178fb83d074187d230,330,5763,3,MSO02A|FIELD_LINEAGE|394164f3248d40b5960a5d2e2dba011b4b9b156420115a4689768214eb105942,FOLD_1,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,31417|14965|27383|21460|1700|39224|11667|37066|5133|11361,3db190df2d816a7aed0b618edf848bd2952573657f053cb86d7334b3b5bbe006,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,47,MSO02A|PRIMARY|F1|586f48582757c7762eff1a57d84a92cd8c2b91ceacf58c75fee67ba32bb0d5b4,410,6114,98,MSO02A|FIELD_LINEAGE|d39b8ebeea686d9f327fd9ffc5fc8c607ad25e691c284fe51e314724c39f76ad,FOLD_2,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,36519|42722|10977|21590|49086|7698|5788|7425|10867|18043,91230e63d93c48143926e619f4fc93afeffe11b802124fb95299aa99828924d6,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,53,MSO02A|PRIMARY|F1|533c8214fecafaa7b4f8e6c6c1b011f309eb9984f3cf8e82982e67d1ef69d23c,46,6803,19,MSO02A|FIELD_LINEAGE|f7965116b8ce96c865c41af5b076aa6e1b83ddd1dda0640013eb55b48f992024,FOLD_0,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,28618|38837|9437|41270|39358|18397|10902|19808|17604|47206,363de8768f2f7f59f3f92f40a09564031e108d1d4590d7aa5cf9f9eb4e8a8f31,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,54,MSO02A|PRIMARY|F1|b233ad24657724df3c11e6fc52e7e51197b01c456d52b33a61c64467c0e85030,567,7017,105,MSO02A|FIELD_LINEAGE|de037af7ace355f1e4a70faf6f49990c3187a239ef945fa11f0451e63082af8d,FOLD_5,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,14194|33208|7501|34476|37336|21470|41248|28534|30432|8254,dc2348bc12839ec58ec2a49dd644579f21bb2d57cddef9a395da5776b634cbf6,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,58,MSO02A|PRIMARY|F1|d33da1935c7c53fb2c7dc9c2954406679d36caa2d9a3d595989e49d85bb7ced7,492,7431,7,MSO02A|FIELD_LINEAGE|d5612b78bd9527bb954823922218ffb967d259d6af400a1bb879dd286e242a61,FOLD_1,F1,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,30254|21659|31223|6020|1479|21464|38102|1490|14110|45589,2a2a3ccebf8f270da3ac5ccd67a761db4e4ea282eb05b00022a1381b33b34e8b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
